Time	Node	Interface	Type	Packets	Kilobytes	PacketsRaw	KilobytesRaw
2	Client_6	combined	Drop	0	0	0	0
2	Client_7	combined	Drop	0	0	0	0
2	Client_8	combined	Drop	0	0	0	0
2	Client_9	combined	Drop	0	0	0	0
2	Client_10	combined	Drop	0	0	0	0
2	Client_11	combined	Drop	0	0	0	0
2	Client_12	combined	Drop	0	0	0	0
2	Client_13	combined	Drop	0	0	0	0
2	Client_14	combined	Drop	0	0	0	0
2	Client_15	combined	Drop	0	0	0	0
2	Client_16	combined	Drop	0	0	0	0
2	Client_17	combined	Drop	0	0	0	0
2	Client_18	combined	Drop	0	0	0	0
2	Client_19	combined	Drop	0	0	0	0
2	DataServer_0	combined	Drop	0	0	0	0
2	DataServer_1	combined	Drop	0	0	0	0
2	DataServer_2	combined	Drop	0	0	0	0
2	DataServer_3	combined	Drop	0	0	0	0
2	DataClient_0	combined	Drop	0	0	0	0
2	DataClient_1	combined	Drop	0	0	0	0
2	DataClient_2	combined	Drop	0	0	0	0
2	DataClient_3	combined	Drop	0	0	0	0
3	Node_0	combined	Drop	0	0	0	0
3	Node_1	combined	Drop	0	0	0	0
3	Node_2	combined	Drop	0	0	0	0
3	Node_3	combined	Drop	0	0	0	0
3	Node_4	combined	Drop	0	0	0	0
3	Node_5	combined	Drop	0	0	0	0
3	Node_6	combined	Drop	0	0	0	0
3	Node_7	combined	Drop	0	0	0	0
3	Node_8	combined	Drop	0	0	0	0
3	Node_9	combined	Drop	0	0	0	0
3	Node_10	combined	Drop	0	0	0	0
3	Node_11	combined	Drop	0	0	0	0
3	Node_12	combined	Drop	0	0	0	0
3	Node_13	combined	Drop	0	0	0	0
3	Node_14	combined	Drop	0	0	0	0
3	Node_15	combined	Drop	0	0	0	0
3	Node_16	combined	Drop	0	0	0	0
3	Node_17	combined	Drop	0	0	0	0
3	Node_18	combined	Drop	0	0	0	0
3	Node_19	combined	Drop	0	0	0	0
3	Node_20	combined	Drop	0	0	0	0
3	Node_21	combined	Drop	0	0	0	0
3	Node_22	combined	Drop	0	0	0	0
3	Node_23	combined	Drop	0	0	0	0
3	Node_24	combined	Drop	0	0	0	0
3	Node_25	combined	Drop	0	0	0	0
3	Node_26	combined	Drop	0	0	0	0
3	Node_27	combined	Drop	0	0	0	0
3	Node_28	combined	Drop	0	0	0	0
3	Node_29	combined	Drop	0	0	0	0
3	Node_30	combined	Drop	0	0	0	0
3	Node_31	combined	Drop	0	0	0	0
3	Node_32	combined	Drop	0	0	0	0
3	Node_33	combined	Drop	0	0	0	0
3	Node_34	combined	Drop	0	0	0	0
3	Node_35	combined	Drop	0	0	0	0
3	Node_36	combined	Drop	0	0	0	0
3	Node_37	combined	Drop	0	0	0	0
3	Node_38	combined	Drop	0	0	0	0
3	Node_39	combined	Drop	0	0	0	0
3	Node_40	combined	Drop	1	1	2	2.09961
3	Node_41	combined	Drop	0	0	0	0
3	Node_42	combined	Drop	0	0	0	0
3	Node_43	combined	Drop	0	0	0	0
3	Node_44	combined	Drop	0	0	0	0
3	Node_45	combined	Drop	0	0	0	0
3	Node_46	combined	Drop	0	0	0	0
3	Node_47	combined	Drop	0	0	0	0
3	Node_48	combined	Drop	0	0	0	0
3	Node_49	combined	Drop	0	0	0	0
3	Node_50	combined	Drop	0	0	0	0
3	Node_51	combined	Drop	0	0	0	0
3	Node_52	combined	Drop	0	0	0	0
3	Node_53	combined	Drop	0	0	0	0
3	Node_54	combined	Drop	0	0	0	0
3	Node_55	combined	Drop	0	0	0	0
3	Node_56	combined	Drop	0	0	0	0
3	Node_57	combined	Drop	0	0	0	0
3	Node_58	combined	Drop	0	0	0	0
3	Node_59	combined	Drop	0	0	0	0
3	Node_60	combined	Drop	0	0	0	0
3	Node_61	combined	Drop	0	0	0	0
3	Node_62	combined	Drop	0	0	0	0
3	Node_63	combined	Drop	0	0	0	0
3	Node_64	combined	Drop	0	0	0	0
3	Node_65	combined	Drop	0	0	0	0
3	Node_66	combined	Drop	0	0	0	0
3	Node_67	combined	Drop	0	0	0	0
3	Node_68	combined	Drop	0	0	0	0
3	Node_69	combined	Drop	15	15	19	19.9512
3	Node_70	combined	Drop	0	0	0	0
3	Node_71	combined	Drop	0	0	0	0
3	Node_72	combined	Drop	0	0	0	0
3	Node_73	combined	Drop	0	0	0	0
3	Node_74	combined	Drop	0	0	0	0
3	Node_75	combined	Drop	0	0	0	0
3	Node_76	combined	Drop	2	2	3	3.15234
3	Node_77	combined	Drop	0	0	0	0
3	Node_78	combined	Drop	0	0	0	0
3	Node_79	combined	Drop	0	0	0	0
3	Node_80	combined	Drop	0	0	0	0
3	Node_81	combined	Drop	0	0	0	0
3	Node_82	combined	Drop	0	0	0	0
3	Node_83	combined	Drop	0	0	0	0
3	Node_84	combined	Drop	0	0	0	0
3	Node_85	combined	Drop	0	0	0	0
3	Node_86	combined	Drop	0	0	0	0
3	Node_87	combined	Drop	0	0	0	0
3	Node_88	combined	Drop	0	0	0	0
3	Node_89	combined	Drop	0	0	0	0
3	Node_90	combined	Drop	0	0	0	0
3	Node_91	combined	Drop	0	0	0	0
3	Node_92	combined	Drop	0	0	0	0
3	Node_93	combined	Drop	0	0	0	0
3	Node_94	combined	Drop	0	0	0	0
3	Node_95	combined	Drop	0	0	0	0
3	Node_96	combined	Drop	0	0	0	0
3	Node_97	combined	Drop	0	0	0	0
3	Node_98	combined	Drop	0	0	0	0
3	Node_99	combined	Drop	0	0	0	0
3	Callee_0	combined	Drop	0	0	0	0
3	Callee_1	combined	Drop	0	0	0	0
3	Callee_2	combined	Drop	0	0	0	0
3	Callee_3	combined	Drop	0	0	0	0
3	Callee_4	combined	Drop	0	0	0	0
3	Callee_5	combined	Drop	0	0	0	0
3	Callee_6	combined	Drop	0	0	0	0
3	Callee_7	combined	Drop	0	0	0	0
3	Callee_8	combined	Drop	0	0	0	0
3	Callee_9	combined	Drop	0	0	0	0
3	Callee_10	combined	Drop	0	0	0	0
3	Callee_11	combined	Drop	0	0	0	0
3	Callee_12	combined	Drop	0	0	0	0
3	Callee_13	combined	Drop	0	0	0	0
3	Callee_14	combined	Drop	0	0	0	0
3	Callee_15	combined	Drop	0	0	0	0
3	Callee_16	combined	Drop	0	0	0	0
3	Callee_17	combined	Drop	0	0	0	0
3	Callee_18	combined	Drop	0	0	0	0
3	Callee_19	combined	Drop	0	0	0	0
3	Client_0	combined	Drop	0	0	0	0
3	Client_1	combined	Drop	0	0	0	0
3	Client_2	combined	Drop	0	0	0	0
3	Client_3	combined	Drop	0	0	0	0
3	Client_4	combined	Drop	0	0	0	0
3	Client_5	combined	Drop	0	0	0	0
3	Client_6	combined	Drop	0	0	0	0
3	Client_7	combined	Drop	0	0	0	0
3	Client_8	combined	Drop	0	0	0	0
3	Client_9	combined	Drop	0	0	0	0
3	Client_10	combined	Drop	0	0	0	0
3	Client_11	combined	Drop	0	0	0	0
3	Client_12	combined	Drop	0	0	0	0
3	Client_13	combined	Drop	0	0	0	0
3	Client_14	combined	Drop	0	0	0	0
3	Client_15	combined	Drop	0	0	0	0
3	Client_16	combined	Drop	0	0	0	0
3	Client_17	combined	Drop	0	0	0	0
3	Client_18	combined	Drop	0	0	0	0
3	Client_19	combined	Drop	0	0	0	0
3	DataServer_0	combined	Drop	0	0	0	0
3	DataServer_1	combined	Drop	0	0	0	0
3	DataServer_2	combined	Drop	0	0	0	0
3	DataServer_3	combined	Drop	0	0	0	0
3	DataClient_0	combined	Drop	0	0	0	0
3	DataClient_1	combined	Drop	0	0	0	0
3	DataClient_2	combined	Drop	0	0	0	0
3	DataClient_3	combined	Drop	0	0	0	0
4	Node_0	combined	Drop	0	0	0	0
4	Node_1	combined	Drop	0	0	0	0
4	Node_2	combined	Drop	0	0	0	0
4	Node_3	combined	Drop	0	0	0	0
4	Node_4	combined	Drop	0	0	0	0
4	Node_5	combined	Drop	0	0	0	0
4	Node_6	combined	Drop	0	0	0	0
4	Node_7	combined	Drop	0	0	0	0
4	Node_8	combined	Drop	0	0	0	0
4	Node_9	combined	Drop	0	0	0	0
4	Node_10	combined	Drop	0	0	0	0
4	Node_11	combined	Drop	0	0	0	0
4	Node_12	combined	Drop	0	0	0	0
4	Node_13	combined	Drop	0	0	0	0
4	Node_14	combined	Drop	0	0	0	0
4	Node_15	combined	Drop	0	0	0	0
4	Node_16	combined	Drop	0	0	0	0
4	Node_17	combined	Drop	0	0	0	0
4	Node_18	combined	Drop	0	0	0	0
4	Node_19	combined	Drop	0	0	0	0
4	Node_20	combined	Drop	0	0	0	0
4	Node_21	combined	Drop	0	0	0	0
4	Node_22	combined	Drop	0	0	0	0
4	Node_23	combined	Drop	0	0	0	0
4	Node_24	combined	Drop	0	0	0	0
4	Node_25	combined	Drop	0	0	0	0
4	Node_26	combined	Drop	0	0	0	0
4	Node_27	combined	Drop	0	0	0	0
4	Node_28	combined	Drop	0	0	0	0
4	Node_29	combined	Drop	0	0	0	0
4	Node_30	combined	Drop	0	0	0	0
4	Node_31	combined	Drop	0	0	0	0
4	Node_32	combined	Drop	0	0	0	0
4	Node_33	combined	Drop	0	0	0	0
4	Node_34	combined	Drop	0	0	0	0
4	Node_35	combined	Drop	0	0	0	0
4	Node_36	combined	Drop	0	0	0	0
4	Node_37	combined	Drop	0	0	0	0
4	Node_38	combined	Drop	0	0	0	0
4	Node_39	combined	Drop	0	0	0	0
4	Node_40	combined	Drop	13	13	16	16.8125
4	Node_41	combined	Drop	0	0	0	0
4	Node_42	combined	Drop	0	0	0	0
4	Node_43	combined	Drop	0	0	0	0
4	Node_44	combined	Drop	0	0	0	0
4	Node_45	combined	Drop	0	0	0	0
4	Node_46	combined	Drop	0	0	0	0
4	Node_47	combined	Drop	0	0	0	0
4	Node_48	combined	Drop	0	0	0	0
4	Node_49	combined	Drop	0	0	0	0
4	Node_50	combined	Drop	0	0	0	0
4	Node_51	combined	Drop	0	0	0	0
4	Node_52	combined	Drop	0	0	0	0
4	Node_53	combined	Drop	0	0	0	0
4	Node_54	combined	Drop	0	0	0	0
4	Node_55	combined	Drop	0	0	0	0
4	Node_56	combined	Drop	0	0	0	0
4	Node_57	combined	Drop	0	0	0	0
4	Node_58	combined	Drop	0	0	0	0
4	Node_59	combined	Drop	0	0	0	0
4	Node_60	combined	Drop	0	0	0	0
4	Node_61	combined	Drop	0	0	0	0
4	Node_62	combined	Drop	0	0	0	0
4	Node_63	combined	Drop	0	0	0	0
4	Node_64	combined	Drop	0	0	0	0
4	Node_65	combined	Drop	0	0	0	0
4	Node_66	combined	Drop	0	0	0	0
4	Node_67	combined	Drop	0	0	0	0
4	Node_68	combined	Drop	0	0	0	0
4	Node_69	combined	Drop	2	2	0	0
4	Node_70	combined	Drop	0	0	0	0
4	Node_71	combined	Drop	0	0	0	0
4	Node_72	combined	Drop	0	0	0	0
4	Node_73	combined	Drop	0	0	0	0
4	Node_74	combined	Drop	0	0	0	0
4	Node_75	combined	Drop	0	0	0	0
4	Node_76	combined	Drop	14	14	17	17.8633
4	Node_77	combined	Drop	0	0	0	0
4	Node_78	combined	Drop	0	0	0	0
4	Node_79	combined	Drop	0	0	0	0
4	Node_80	combined	Drop	0	0	0	0
4	Node_81	combined	Drop	0	0	0	0
4	Node_82	combined	Drop	0	0	0	0
4	Node_83	combined	Drop	0	0	0	0
4	Node_84	combined	Drop	0	0	0	0
4	Node_85	combined	Drop	0	0	0	0
4	Node_86	combined	Drop	0	0	0	0
4	Node_87	combined	Drop	0	0	0	0
4	Node_88	combined	Drop	0	0	0	0
4	Node_89	combined	Drop	0	0	0	0
4	Node_90	combined	Drop	0	0	0	0
4	Node_91	combined	Drop	0	0	0	0
4	Node_92	combined	Drop	0	0	0	0
4	Node_93	combined	Drop	0	0	0	0
4	Node_94	combined	Drop	0	0	0	0
4	Node_95	combined	Drop	0	0	0	0
4	Node_96	combined	Drop	0	0	0	0
4	Node_97	combined	Drop	0	0	0	0
4	Node_98	combined	Drop	0	0	0	0
4	Node_99	combined	Drop	0	0	0	0
4	Callee_0	combined	Drop	0	0	0	0
4	Callee_1	combined	Drop	0	0	0	0
4	Callee_2	combined	Drop	0	0	0	0
4	Callee_3	combined	Drop	0	0	0	0
4	Callee_4	combined	Drop	0	0	0	0
4	Callee_5	combined	Drop	0	0	0	0
4	Callee_6	combined	Drop	0	0	0	0
4	Callee_7	combined	Drop	0	0	0	0
4	Callee_8	combined	Drop	0	0	0	0
4	Callee_9	combined	Drop	0	0	0	0
4	Callee_10	combined	Drop	0	0	0	0
4	Callee_11	combined	Drop	0	0	0	0
4	Callee_12	combined	Drop	0	0	0	0
4	Callee_13	combined	Drop	0	0	0	0
4	Callee_14	combined	Drop	0	0	0	0
4	Callee_15	combined	Drop	0	0	0	0
4	Callee_16	combined	Drop	0	0	0	0
4	Callee_17	combined	Drop	0	0	0	0
4	Callee_18	combined	Drop	0	0	0	0
4	Callee_19	combined	Drop	0	0	0	0
4	Client_0	combined	Drop	0	0	0	0
4	Client_1	combined	Drop	0	0	0	0
4	Client_2	combined	Drop	0	0	0	0
4	Client_3	combined	Drop	0	0	0	0
4	Client_4	combined	Drop	0	0	0	0
4	Client_5	combined	Drop	0	0	0	0
4	Client_6	combined	Drop	0	0	0	0
4	Client_7	combined	Drop	0	0	0	0
4	Client_8	combined	Drop	0	0	0	0
4	Client_9	combined	Drop	0	0	0	0
4	Client_10	combined	Drop	0	0	0	0
4	Client_11	combined	Drop	0	0	0	0
4	Client_12	combined	Drop	0	0	0	0
4	Client_13	combined	Drop	0	0	0	0
4	Client_14	combined	Drop	0	0	0	0
4	Client_15	combined	Drop	0	0	0	0
4	Client_16	combined	Drop	0	0	0	0
4	Client_17	combined	Drop	0	0	0	0
4	Client_18	combined	Drop	0	0	0	0
4	Client_19	combined	Drop	0	0	0	0
4	DataServer_0	combined	Drop	0	0	0	0
4	DataServer_1	combined	Drop	0	0	0	0
4	DataServer_2	combined	Drop	0	0	0	0
4	DataServer_3	combined	Drop	0	0	0	0
4	DataClient_0	combined	Drop	0	0	0	0
4	DataClient_1	combined	Drop	0	0	0	0
4	DataClient_2	combined	Drop	0	0	0	0
4	DataClient_3	combined	Drop	0	0	0	0
5	Node_0	combined	Drop	0	0	0	0
5	Node_1	combined	Drop	0	0	0	0
5	Node_2	combined	Drop	0	0	0	0
5	Node_3	combined	Drop	0	0	0	0
5	Node_4	combined	Drop	0	0	0	0
5	Node_5	combined	Drop	0	0	0	0
5	Node_6	combined	Drop	0	0	0	0
5	Node_7	combined	Drop	0	0	0	0
5	Node_8	combined	Drop	0	0	0	0
5	Node_9	combined	Drop	0	0	0	0
5	Node_10	combined	Drop	0	0	0	0
5	Node_11	combined	Drop	0	0	0	0
5	Node_12	combined	Drop	0	0	0	0
5	Node_13	combined	Drop	0	0	0	0
5	Node_14	combined	Drop	0	0	0	0
5	Node_15	combined	Drop	0	0	0	0
5	Node_16	combined	Drop	0	0	0	0
5	Node_17	combined	Drop	0	0	0	0
5	Node_18	combined	Drop	0	0	0	0
5	Node_19	combined	Drop	0	0	0	0
5	Node_20	combined	Drop	0	0	0	0
5	Node_21	combined	Drop	0	0	0	0
5	Node_22	combined	Drop	0	0	0	0
5	Node_23	combined	Drop	0	0	0	0
5	Node_24	combined	Drop	0	0	0	0
5	Node_25	combined	Drop	0	0	0	0
5	Node_26	combined	Drop	0	0	0	0
5	Node_27	combined	Drop	0	0	0	0
5	Node_28	combined	Drop	0	0	0	0
5	Node_29	combined	Drop	0	0	0	0
5	Node_30	combined	Drop	0	0	0	0
